index,candidate_id,backend,image_path,ori_image,target_image,cos_sim
751,0,inswapper,,,,0.870594
752,0,inswapper,,,,0.934813
753,0,inswapper,,,,0.892894
754,0,inswapper,,,,0.703179
755,0,inswapper,,,,0.846196
756,0,inswapper,,,,0.899080
757,0,inswapper,,,,0.903691
758,0,inswapper,,,,0.894862
759,0,inswapper,,,,0.869579
760,0,inswapper,,,,0.873266
761,0,inswapper,,,,0.884046
762,0,inswapper,,,,0.904528
763,0,inswapper,,,,0.907295
764,0,inswapper,,,,0.908834
765,0,inswapper,,,,0.879528
766,0,inswapper,,,,0.902250
767,0,inswapper,,,,0.843181
768,0,inswapper,,,,0.849290
769,0,inswapper,,,,0.923231
770,0,inswapper,,,,0.896014
771,0,inswapper,,,,0.906270
772,0,inswapper,,,,0.884815
773,0,inswapper,,,,0.904042
774,0,inswapper,,,,0.834664
775,0,inswapper,,,,0.900303
776,0,inswapper,,,,0.899846
777,0,inswapper,,,,0.880179
778,0,inswapper,,,,0.846478
779,0,inswapper,,,,0.899185
780,0,inswapper,,,,0.889413
782,0,inswapper,,,,0.906665
783,0,inswapper,,,,0.887165
784,0,inswapper,,,,0.872914
785,0,inswapper,,,,0.895075
786,0,inswapper,,,,0.866595
787,0,inswapper,,,,0.856712
788,0,inswapper,,,,0.899090
789,0,inswapper,,,,0.892066
790,0,inswapper,,,,0.901345
791,0,inswapper,,,,0.880399
792,0,inswapper,,,,0.856774
793,0,inswapper,,,,0.881095
794,0,inswapper,,,,0.917233
795,0,inswapper,,,,0.799341
796,0,inswapper,,,,0.893608
797,0,inswapper,,,,0.892891
798,0,inswapper,,,,0.894441
799,0,inswapper,,,,0.913699
800,0,inswapper,,,,0.891027
801,0,inswapper,,,,0.919393
802,0,inswapper,,,,0.895314
803,0,inswapper,,,,0.888185
804,0,inswapper,,,,0.920973
805,0,inswapper,,,,0.868658
806,0,inswapper,,,,0.814254
807,0,inswapper,,,,0.860992
808,0,inswapper,,,,0.893199
809,0,inswapper,,,,0.836262
810,0,inswapper,,,,0.856586
811,0,inswapper,,,,0.917213
812,0,inswapper,,,,0.897686
813,0,inswapper,,,,0.922209
815,0,inswapper,,,,0.891733
816,0,inswapper,,,,0.911292
817,0,inswapper,,,,0.909845
818,0,inswapper,,,,0.885880
819,0,inswapper,,,,0.860284
820,0,inswapper,,,,0.812536
821,0,inswapper,,,,0.895413
822,0,inswapper,,,,0.906891
823,0,inswapper,,,,0.922931
824,0,inswapper,,,,0.903237
825,0,inswapper,,,,0.859098
826,0,inswapper,,,,0.893213
827,0,inswapper,,,,0.900151
828,0,inswapper,,,,0.864128
829,0,inswapper,,,,0.829471
830,0,inswapper,,,,0.845173
831,0,inswapper,,,,0.804362
832,0,inswapper,,,,0.886086
833,0,inswapper,,,,0.876009
834,0,inswapper,,,,0.902861
835,0,inswapper,,,,0.882269
836,0,inswapper,,,,0.903073
837,0,inswapper,,,,0.903647
838,0,inswapper,,,,0.903125
839,0,inswapper,,,,0.877866
840,0,inswapper,,,,0.908948
841,0,inswapper,,,,0.883573
842,0,inswapper,,,,0.891852
843,0,inswapper,,,,0.903786
844,0,inswapper,,,,0.780604
845,0,inswapper,,,,0.918500
846,0,inswapper,,,,0.852444
847,0,inswapper,,,,0.923764
849,0,inswapper,,,,0.857597
850,0,inswapper,,,,0.860914
851,0,inswapper,,,,0.867619
852,0,inswapper,,,,0.891936
853,0,inswapper,,,,0.870887
854,0,inswapper,,,,0.894126
855,0,inswapper,,,,0.831907
856,0,inswapper,,,,0.893547
857,0,inswapper,,,,0.846653
858,0,inswapper,,,,0.835583
859,0,inswapper,,,,0.900579
860,0,inswapper,,,,0.902624
861,0,inswapper,,,,0.875664
862,0,inswapper,,,,0.858479
863,0,inswapper,,,,0.848593
864,0,inswapper,,,,0.854265
865,0,inswapper,,,,0.899446
866,0,inswapper,,,,0.863415
867,0,inswapper,,,,0.884210
868,0,inswapper,,,,0.880595
869,0,inswapper,,,,0.906579
870,0,inswapper,,,,0.882926
871,0,inswapper,,,,0.866151
872,0,inswapper,,,,0.876088
873,0,inswapper,,,,0.892469
874,0,inswapper,,,,0.892281
875,0,inswapper,,,,0.859514
876,0,inswapper,,,,0.886413
877,0,inswapper,,,,0.877735
878,0,inswapper,,,,0.906209
879,0,inswapper,,,,0.863335
880,0,inswapper,,,,0.855928
881,0,inswapper,,,,0.887165
882,0,inswapper,,,,0.732390
883,0,inswapper,,,,0.861727
884,0,inswapper,,,,0.923712
885,0,inswapper,,,,0.794638
886,0,inswapper,,,,0.859751
887,0,inswapper,,,,0.905365
888,0,inswapper,,,,0.923452
889,0,inswapper,,,,0.745386
890,0,inswapper,,,,0.923892
891,0,inswapper,,,,0.831155
892,0,inswapper,,,,0.891720
893,0,inswapper,,,,0.850412
894,0,inswapper,,,,0.922043
895,0,inswapper,,,,0.858667
896,0,inswapper,,,,0.899911
897,0,inswapper,,,,0.922232
898,0,inswapper,,,,0.906400
900,0,inswapper,,,,0.873742
901,0,inswapper,,,,0.909654
902,0,inswapper,,,,0.856826
903,0,inswapper,,,,0.889856
904,0,inswapper,,,,0.920937
905,0,inswapper,,,,0.897385
906,0,inswapper,,,,0.910533
907,0,inswapper,,,,0.851963
908,0,inswapper,,,,0.882737
909,0,inswapper,,,,0.901133
910,0,inswapper,,,,0.864798
911,0,inswapper,,,,0.910846
912,0,inswapper,,,,0.861841
913,0,inswapper,,,,0.910783
914,0,inswapper,,,,0.810975
915,0,inswapper,,,,0.868883
916,0,inswapper,,,,0.889514
917,0,inswapper,,,,0.869602
918,0,inswapper,,,,0.919914
919,0,inswapper,,,,0.861013
920,0,inswapper,,,,0.907550
921,0,inswapper,,,,0.880080
922,0,inswapper,,,,0.873909
923,0,inswapper,,,,0.890643
924,0,inswapper,,,,0.869798
925,0,inswapper,,,,0.907558
926,0,inswapper,,,,0.894256
927,0,inswapper,,,,0.882812
928,0,inswapper,,,,0.860977
929,0,inswapper,,,,0.914425
930,0,inswapper,,,,0.890591
931,0,inswapper,,,,0.874623
932,0,inswapper,,,,0.920892
933,0,inswapper,,,,0.914328
934,0,inswapper,,,,0.859490
935,0,inswapper,,,,0.930828
936,0,inswapper,,,,0.850480
937,0,inswapper,,,,0.910607
938,0,inswapper,,,,0.903424
939,0,inswapper,,,,0.811794
940,0,inswapper,,,,0.924518
941,0,inswapper,,,,0.876609
942,0,inswapper,,,,0.894959
943,0,inswapper,,,,0.878728
944,0,inswapper,,,,0.865351
945,0,inswapper,,,,0.905436
946,0,inswapper,,,,0.891321
947,0,inswapper,,,,0.897611
948,0,inswapper,,,,0.832013
949,0,inswapper,,,,0.885414
950,0,inswapper,,,,0.029258
951,0,inswapper,,,,0.853311
952,0,inswapper,,,,0.848704
953,0,inswapper,,,,0.859227
954,0,inswapper,,,,0.890994
955,0,inswapper,,,,0.863169
956,0,inswapper,,,,0.881703
957,0,inswapper,,,,0.906849
958,0,inswapper,,,,0.875231
959,0,inswapper,,,,0.891947
960,0,inswapper,,,,0.893778
961,0,inswapper,,,,0.902020
962,0,inswapper,,,,0.885402
963,0,inswapper,,,,0.835316
964,0,inswapper,,,,0.915052
965,0,inswapper,,,,0.905612
966,0,inswapper,,,,0.926030
967,0,inswapper,,,,0.892025
968,0,inswapper,,,,0.848338
969,0,inswapper,,,,0.740342
970,0,inswapper,,,,0.860465
971,0,inswapper,,,,0.852164
972,0,inswapper,,,,0.853175
973,0,inswapper,,,,0.895461
974,0,inswapper,,,,0.883262
975,0,inswapper,,,,0.928154
976,0,inswapper,,,,0.870735
977,0,inswapper,,,,0.862002
978,0,inswapper,,,,0.913147
979,0,inswapper,,,,0.902907
980,0,inswapper,,,,0.847096
981,0,inswapper,,,,0.866069
982,0,inswapper,,,,0.867242
983,0,inswapper,,,,0.868822
984,0,inswapper,,,,0.856103
985,0,inswapper,,,,0.842885
986,0,inswapper,,,,0.887014
987,0,inswapper,,,,0.882355
988,0,inswapper,,,,0.904213
989,0,inswapper,,,,0.887964
990,0,inswapper,,,,0.826062
991,0,inswapper,,,,0.888969
992,0,inswapper,,,,0.856385
993,0,inswapper,,,,0.883045
994,0,inswapper,,,,0.868476
995,0,inswapper,,,,0.900341
996,0,inswapper,,,,0.885088
997,0,inswapper,,,,0.878421
998,0,inswapper,,,,0.914701
999,0,inswapper,,,,0.857607
1000,0,inswapper,,,,0.885932